rating,updated,review_text,Sentiment_label,Sentiment_score
4,2021-02-15,로그인이 안됩니다! 비밀번호를 다시 설정하려고 해도 타임아웃이라고 하는데 어떻게 해결해야 할까요??,부정,0.036315497010946274
1,2021-02-03,짜잔!!! 여러분은 이제부터 이 앱의 저주에 걸리셨습니다! 이저주에 걸리신 여러분 잘들으세요 며칠동안은 잘 되다가 어머나!!!내가 만든 동영상~내가 내 사진파일로 보낸다는데~!왜 내보내기가 안될까???  하하하 제 심성을 건드셨으니!1점 줍니다! 어머~~~말 안한거 있다! 이거 껐다 켜면은 해결  된다고할줄알았죠~! 응 아니야 음성 불러오는것도 겁나 힘들더니 핑 렉도 심하고 참....  이거 한번 저주 걸리면 ! 영원히 안되는건가? 어이고어이고... 만년설이 물이 되어 흐를때까지 안된다구요?! 우와.. 그러면 벼락 맞고 로또 당첨되는게 더 쉽겠어요 ! 만약 이 저주를 피하고 싶다면 딴 앱 까세요 ㅎㅎ! 한마디로! 망앱!,부정,0.004522354807704687
5,2021-01-20,좋아요 좋아요 너무 좋아요~~,긍정,0.856903612613678
3,2021-01-07,자막을 조금 띄엄띄엄 넣고 싶은데 계속 이어지게 되니까 자막을 몇 초부터 몇 초까지 넣을 건지 설정할 수 있게 해주세요,긍정,0.5202573537826538
5,2020-12-28,감사하고 사랑합니다 ㅠㅠ 이렇게 훌륭한 앱을 무료로 이용할수 있게 해주시다뇨ㅠㅠ,긍정,0.9896476864814758
5,2020-11-29,잘 사용하고 있습니다  무료로 사용하기에 로고는 지우지 않고 영상을 올리고 있습니다  지금도 좋지만 더 발전하길 바랍니다,긍정,0.9779375195503235
5,2020-11-28,사실 얼마나 인식을 잘할까 했는데...진짜 대박이에요..여러분 꼭 쓰세요.ㅎㅎ 영상만들떼 자막 귀찮아서 안넣던 1인인데 무조건.. ㅠㅠ 감사합니다,긍정,0.9919861555099487
5,2020-11-27,아이폰으로 편집하면 넘좋아요,긍정,0.9554422497749329
5,2020-11-22,",무음삭제가 너무좋고요 아직은 아쉬운점 없어요",긍정,0.9509212374687195
5,2020-11-06,정말 유튜버 하는 분들은 강추입니다,긍정,0.8386723399162292
4,2020-09-26,어플 설치하고 처음 시험삼아 영상 불러왔을 때는 분명 자막을 수정할 수 있었던 것 같은데 오늘 제대로 자막 넣으려고 했더니 갑자기 자막 수정이 처음 부터 안됐던 것처럼 키보드조차 올라오지 않네요ㅠ 혹시 영상 길이 제한이 있나 싶어서 1분짜리 짧은 영상도 열어봤는데 수정이 안돼요... 답답하네요ㅜ 버그인지 뭔지ㅜㅜ ios14로 최근에 업그레이드 한 거 때문에 호환이 안되는 건가요??,부정,0.016503863036632538
5,2020-09-23,언제쯤 나오나요?,긍정,0.5886241793632507
5,2020-09-15,"Vrew를 아주 유용하게 쓰고 있는 유튜버입니다.제가 유튜브를 하다 보니 영상에 인트로,아웃트로를 넣어야합니다.그런데 배경음악을 넣으면 인트로,아웃트로의 배경음악과 겹치더군요.그래서 결론은 특정 구간에만 배경음악을 넣을 수 있는 기능을 추가해주셨음합니다!",긍정,0.9166666269302368
5,2020-08-25,진심으로 감사드립니다.   흥하세요^**,긍정,0.9768809676170349
5,2020-08-22,말자막 쓰는 영상에는 최고라서 블로그 리뷰로도 홍보 많이 하고 있습니다 그런데 혹시 유튜브자체 자막처럼 기존에 문서화된 스크립트를 한번에 입력해서 싱크 맞춰 자막만드는 기능을 추가하실 계획은 없으신지요?  대본을 읽는 영상의 경우 이렇게 가능하면 정말 좋을 것 같아요. 그리고 유료화 좀 하시길... 그냥 쓰기 미안해요,긍정,0.5181252956390381
5,2020-08-10,지금까지 써 본 어플중에 가장 좋습니다. 익스포트 되는 것도 좋구요.  다만 자막구간이 3초로 지정되어 나눠지는게 조금 불편해요. 타임을 사용자가 임의로 찍을 수 있었으면 좋겠어요.  어플 사용하는 중에는 블루투스 키보드를 연결해서 작업하는데 만약 단축키로  스타트타임만 찍을 수 있어도 아주 좋을 것 같습니다. 더 많은 언어팩을 위해서 유료결제할 의사도 충분하니 많은 발전과 업데이트 바랍니다^^,긍정,0.9922673106193542
5,2020-08-02,어떻게 해야하나요?,긍정,0.6483311653137207
5,2020-06-17,"영상디자인을 전공해서 사회에 나왔더니 ㅎ정말 방송국에 오래된 편집기들,시간낭비 속에서 거꾸로 돌아간다는 느낌을 지울수가없었어요 영상툴의 발전과정,?역사?를 생각하게되고.이건 더이상 밥벌어먹을 기술이 아니구나 깨닫게되었죠. 이런게 나올거라 생각은했지만 정말 직관적으로 잘만들었네요.디테일이 미침.딥러닝 진심 배우고싶다.",긍정,0.9957055449485779
5,2020-05-24,그런데 지원언어가 부족해요ㅠㅠ 중국어 추가해주실계획 있나요??,긍정,0.8577700257301331
5,2020-05-22,"처음으로 글 남깁니다. 지금까지 본 최고의 앱입니다. 가끔 취미로 번역 작업하는데 이보다 더 편한 앱을 본 적이 없네요. 기능은 물론 사용자 편의성이 환상적입니다. 이걸 무료로 풀어주시니 개발자 님께 정말 감사할 따름입니다. 피드백도 해주시고 의견도 반영해 주시는 개발자님께 다시 한 번 감사드립니다. 저도 개발자로서 약 10년 정도 일했는데, 진심 존경합니다^^ 화이링~",긍정,0.9951322674751282
3,2020-05-18,약간의 오류가 있어서 수정을 하는데 자막 시간 편집이 안되네요.,긍정,0.7217811942100525
5,2020-05-09,우연히 발견을 했는데 정말 좋네요. 최고입니다 UI부터 거부감이 없고 자막편집이 너무편리합니다,긍정,0.9937776327133179
4,2020-05-08,사용자가 직접 해상도를 설정할 수 있게 해주시면 좋겠습니다. 1080p 또는 60프레임도 프레임도 설정할수 있게 해주시면 정말 감사하겠고요.,긍정,0.5686607956886292
1,2020-05-02,13분 영상 자막 다 썼는데... 익스포트 하니까 씽크가 안맞아요 와 어떻게 해야하나요...,부정,0.17183654010295868
1,2020-04-27,아무리 좋은 프로그램이라도 내보내기가 안되서 사용이 안되면 무용지물인것 같네요 영상내보내기를 누르면 계속 멈춰서 한시간이고 두시간이고 진행이 안됩니다,부정,0.0017653105314821005
5,2020-04-18,어플로 편집했을 때 동영상만 내보낼 수 있는데 피씨버전에서는 srt 파일로 익스포트가 되더라구요!  한글은 본 앱으로 편집하고 다른 나라 언어는 srt 파일로 익스포트 후 유튭에서 불러오고 싶습니다 ㅜㅜ 피씨버전만 가능한 기능인가요!?,부정,0.37708768248558044
5,2020-04-12,"독일어가 필요해서 그런데... 추가될 계획이 있는지, 언제쯤은 가능할거 같다라는 것이 있을까욥?  앱은 정말 기똥차게 좋아욥!!!",긍정,0.9653870463371277
5,2020-03-03,빠른 답변과 전화받는 분의 태도...!!👍🏻리뷰를 다시 쓰게 만드네요!! 보안점 잘 수정되서 넘버원 자막프로그램이 되시길..!!!,긍정,0.9850001335144043
5,2020-03-02,제발요 ㅜㅠㅜㅠㅜ 일본어 써보고 매력에 퐁당 빠졌단 말이이죠 ㅜㅠㅜㅜ 살려주세요 ㅜㅜ 중국어 공부에 꼬옥 필요합니다 ㅜㅜ,긍정,0.9723195433616638
3,2020-03-01,영어자막을 내보내면 첫자막에서 다음 자막으로 안넘어가요 ㅠ 한국 자막은 잘만되는데 ㅜㅜ,부정,0.12765097618103027
4,2020-02-24,다만 음성인식이 아직 부족해 보이네요^^하지만 점점 좋어지겠죠? 응원합니다!,긍정,0.9899740219116211
5,2020-02-22,스마트폰에서 가장 빠르게 자막 컷편집을 하는 솔루션입니다.,긍정,0.9051077961921692
5,2020-02-11,피씨버전 너무 잘쓰고 있어요 브이로그 편집계의 혁명입니다 너무 잘만든 프로그램. 요즘 편집할 시간이 부족해서 어떡하지 하다가 설마설마하고 앱스토어 찾아봤는데 있네요. 맙소사 이제 폰으로도 편집할 수 있겠어요 개발자님 기획자님 너무 감사드려요 어플은 아직 안써봤지만 기대됩니다!,긍정,0.9947025179862976
4,2020-02-08,오타 수정을 많이 해야하는 부분은 제 발음이 문제 같네요 ㅎㅎ  맥용으로 잘 쓰고 있어요 그래서 이 앱도 바로 설치했고  사용해보니 동일한 사용감으로 아주 좋습니다.  근데 아이폰 용은 srt로 출력을 어떻게 할 수 있을까요?,긍정,0.989781379699707
5,2020-01-16,영상 만들면서 자막 만드는게 진짜 핵노가다였는데 정말 너무 감사합니다 ㅠㅠ,긍정,0.9396428465843201
5,2019-12-25,"PC버전부터 너무 잘 쓰고 있어서 개발자님께 늘 감사드리고 있습니다. 모바일 버전도 더할 나위 없습니다. 한가지 바라는 점이 있다면 키보드로 단축키가 지원되면 편집 속도가 훨씬 빨라질 듯 합니다. PC버전을 사용할 당시 어절간 이동이나 삭제, 현재 어절에서 재생 시작 등의 단축키가 있어 키보드만으로도 빠르고 수월하게 편집할 수 있었기에 빈자리가 더 크게 느껴지는 듯 하네요. 저는 특히나 아이패드로 사용할 일이 많아서 손의 동선이 좀 아쉽습니다. 키보드 숏컷에 마우스 조합이면 화면을 터치할 일 없이 빠른 편집이 가능할 것 같네요. 다시 한번 좋은 프로그램 감사드립니다.",긍정,0.9846975803375244
5,2019-12-23,최고 어플입니다. 안드로이드 어플은 언제 나오나요?,긍정,0.9817191958427429
5,2019-12-21,어제 업데이트된 클립별 자막 글자/크기/위치/색상 적용해 보았습니다. 엄청 멋집니다. 앞으로 애니메이션까지 도입된다면 끝판일겁니다. 개발자님 엄청 돈 벌거라  확신합니다.,긍정,0.9907686114311218
5,2019-12-16,"개발자님, 좋은 프로그램 만들어주셔서 감사합니다. 군더기 없이 최고의 어플입니다. 다만 언어가 다양하지 못해 저는 이용을 못할꺼 같습니다. 태국어와 러시아어 선택 부탁합니다. 채널상 다양한 언어를 이용하는 채널이라 절실합니다. 감사합니다.",긍정,0.9898920059204102
5,2019-11-26,이런 좋은 앱이 어떻게 무료일 수 있죠 !!,긍정,0.9919885396957397
5,2019-11-13,지금까지 써봤던 앱중에 유료포함해서도 정말 최고의 앱이라고 자부합니다. 이런 멋진 프로그램을 만들어주셔서 감사합니다 ^^,긍정,0.9934090375900269
5,2019-10-30,말이 필요 없네요,긍정,0.9704199433326721
5,2019-10-16,최고의 앱이 아닐까 생각합니다-  아이패드에서 편집하고 자막때문에 컴퓨터로 항상 옮겼었는데 그부분이 해결되는것 같아 너무 좋고  단톡방에서 피드백 받고 또 그걸 업데이트로 빨리 패치해주셔서 너무 좋습니다-  브류짱!!,긍정,0.9947596192359924
5,2019-10-08,사랑둥이 브루 감사합니다 님들이 저를 자막 지옥에서 살렸어요🥰,긍정,0.790004312992096
5,2019-10-08,예전에 앱버젼 기다린다고 했는데 패드백 해주셔서 고맙습니다. 배경색도 글자색처럼 다양했으면 좋겠습니다 ^^ 좋은 앱을 만들어주셔서 고맙습니다 !!!,긍정,0.9912728667259216
5,2019-10-08,영상에 자막 넣는 게 이렇게 쉽다니... 글자 지우면 영상 자동으로 편집되는 것도 엄청 신기하고 편하네요. 짱입니다.,긍정,0.9914014935493469
5,2019-10-08,치하키님 영상보고 다운받습니다.,긍정,0.9735305309295654
5,2019-10-08,이제 진짜 루마퓨전과의 조합으로 엄청 편하게 영상작업 할 수 있겠네요ㅠㅠ 정확도도 좋고.. 정말 최고입니다ㅠㅠㅠ,긍정,0.9922046661376953
5,2019-10-08,브류팀 장수하세요!!!!!! ^^,긍정,0.7042135000228882
5,2019-10-07,PC버전을 무료로 풀더니 이젠 앱으로 넘어 와서 편집 시장에 찬란한 한 줄기 빛을 비추는 당신은 누구입니꺄?,긍정,0.7509878873825073
4,2024-01-04,다만 소리로 편집해야 할때는 번거럽지만 무음구간 편집 같은 기능은 정말 좋아요  에이아이 기능도 도전해보고 싶네요,긍정,0.93760746717453
5,2023-11-12,기능이 여러가지로 쉽고 편리함,긍정,0.9845402836799622
5,2023-08-06,정말 사용하기 편하고 간단하고 퀄리티 좋고....거기에 무료.... 일단 제가 필요로 하는 기능은 거의 다 있네요   감사합니다.,긍정,0.9905473589897156
2,2023-08-04,Unfortunately the app doesn't support Arabic.any soon updates?,긍정,0.8431366086006165
5,2021-05-17,前は非常に良かったけど、急にプロジェクトを保存出来なくなってとても困ってる。以前は良かっただけに今はとても困ってる。早く治して欲しい,긍정,0.6654792428016663
5,2020-10-31,"After having Simple caption apps stop working for me in the last month, I thought I would be without an app and unable to caption my videos. But then after finding this app I was more than satisfied in its performance, in the fact that the watermark isn’t huge, and the fact that it’s free. This app does what so many caption subscription apps should do. It is a great quality and I look forward to using it to caption all of my future videos.",긍정,0.9549338817596436
5,2020-10-28,"This app is so far one of the best I have used. It can detect the texts from sound and converted them into subtitles.  Not only it can add subtitles to videos, but the subtitles can be adjusted with size and colors.  Plus, there’s an option to copy all subtitles as text only.  There’s one more function that’s extremely helpful, the translation.  Right now there are several important languages that are available. One can choose to translate it and keep the converted language or just keep two languages together.  Thank you so much for developing such a good application. Really  appreciate it!!",긍정,0.870913028717041
1,2020-08-21,App is way to hard to use and is confusing. Please improve the ui,긍정,0.8499570488929749
5,2020-07-14,"I love Vrew! Such an affordable app! Rating this five stars! Good job, Vrew Team!",긍정,0.9788345098495483
5,2020-06-05,This app is fantastic! If you are looking to add subtitles to your videos this app is this best! The app comes with a range of customizations and even exports to SRT.,긍정,0.9183403849601746
5,2020-02-10,"i want to buy this and remove the watermark, when will this be available? other than that, it's a pretty neat app!",긍정,0.9096329808235168
5,2020-01-02,"First time using video editing app. It’s so much easier than I thought. Putting subtitles in the clips makes all of my Videos more fun and dynamic. I know this app needs more improvement but let’s see how far they can make it thru. Easy, fun, and most importantly it is free! Thank you.",긍정,0.9742208123207092
1,2025-11-15,PC版でなければai音声を生成できない。iPhoneで作業したいため、いまは仕方なくCapCutを使っている。,긍정,0.664618730545044
5,2025-10-26,使いやすいです,긍정,0.7414153814315796
5,2025-10-04,即座に文字起こししてくれるアプリのパイオニア！他のアプリ使っても結局vrewが1番！,긍정,0.6464716792106628
3,2025-09-02,パソコンからはGoogleアカウントでログインが出来るのに、iPhoneアプリからは使えないのでしょうか。 パソコンからGoogleログインを設定したので、共用するには普通にメールアドレスとパスワードでアカウントを作り直さなければなりません。,긍정,0.6125845909118652
1,2025-07-28,画像、動画何も読み込めない。 速攻で退会した。,긍정,0.5024007558822632
1,2025-06-13,"I’ve never been able to use the mobile app because there’s no option to log in with a Google account. As a paying user, it’s frustrating that this login method isn’t even available. I’ve been editing videos using the PC version instead, but I really hope you will add Google login support for the mobile app soon. アプリ版は使いたくても、Googleアカウントでログインできないため一度も使えていません。そもそもログイン方法としてGoogleアカウントが用意されていないのは、有料ユーザーとして納得がいきません。仕方なくPC版で動画編集をしていますが、アプリでも使えるように早急に対応していただきたいです。",긍정,0.8453086614608765
1,2025-05-08,文字起こしをしたいのに、スロー再生になって音声も文字も意味が全く分からない。,긍정,0.875939130783081
4,2025-05-05,よく分からなくてすぐ削除したんだけど再びどうにも翻訳が必要になり再挑戦。 今回はすぐ翻訳できました！前は何故出来なかったのかが思い出せない…。 分数制限とかあるんですかね？,긍정,0.5100304484367371
3,2025-04-28,なんか原因不明のアプリ落ちて今現在困ってるけど、原因分からないから最悪,부정,0.086419016122818
5,2025-04-14,なぜbgmは入れれて効果音は入れれないのでしょう？iPad版にも早く実装してほしいです。,긍정,0.5413764715194702
5,2025-04-10,これは使いやすい！初めてなのにスイスイ使えるー❣️,긍정,0.7152530550956726
5,2024-10-01,字幕や編集に役立ちます。,긍정,0.6475678086280823
4,2024-09-18,古稀のシニアにやる気を起こさせて くれて本当に嬉しい😃まだ拙い 字幕だけど達成感あり🙏,긍정,0.8475364446640015
5,2024-09-15,めちゃくちゃ使いやすい！,긍정,0.7504145503044128
5,2024-06-03,動画を読み込もうとすると、401エラーが出ます。  再起動すれば直りますが、なんとかなりませんか？,긍정,0.6460921168327332
4,2024-05-30,縦書きができれば最高です！！お願いします！,긍정,0.9600058794021606
5,2024-05-21,すごいと思った！,긍정,0.8388693332672119
3,2024-05-15,書き出しの際フレームレートと画質ををもっと細かく設定できるといいと思います,부정,0.47838810086250305
