platform,country,rating,date,review_text,detected_lang,sentiment_label,sentiment_score
appstore,kr,5,2026-02-05 15:43:23,"이거만큼 자동자막 잘되는 앱이없는데ㅠㅠㅠㅠ 
업데이트 해달라고 안 할테니까 지금 쓰는 모바일 버전만 그대로 둬주시면 안 돼요…?
아이패드로 편집하는 사람에게 모바일 버전 서비스 종료는 청천벽력같은 소식입니다….
제발 재고해주세요 한 번만 좀 징징댈게요 제발요ㅠㅠㅠ",ko,긍정,0.7751598954200745
appstore,jp,5,2026-02-05 05:11:56,ずっと使ってきたから残念です。このあとはどうしようかパソコンでやるか考え中です😢,ja,긍정,0.7547709941864014
appstore,jp,5,2026-02-02 00:00:37,初心者がテロップをつけるのにとても助かるアプリです！ありがとうございます！,ja,긍정,0.7652035355567932
appstore,jp,5,2026-01-30 20:56:33,動画のカットもテロップ打ち込みもやり易く視覚的に分かるの、重宝していましたが、2026年6月以降終わってしまうのがかなりショックです、有料プランだけでも継続を強く希望します,ja,중립,0.5864322185516357
appstore,kr,5,2026-01-30 13:50:15,이리 좋은 자동 자막 모바일 앱이 서비스 종료된다니 매우 안타깝습니다!,ko,긍정,0.9826344847679138
appstore,kr,5,2026-01-28 00:13:53,"모바일로 주로 하는 수업에 사용하고 있었습니다. 직관적이고 딱 필요한 기능만 있어서 정말 감사히 쓰고 있었는데 너무 아쉽습니다. 
구매형이라도 있으면 좋을텐데요. 
pc로 작업하기에는 스마트폰 활용수업에는 어려운 점이 많습니다. 방법이 없을지요? ㅠㅠ",ko,중립,0.43114954233169556
appstore,jp,1,2026-01-27 05:05:18,最新版0.9.9になってからエクスポートする時に予期せぬエラーが表示され出力されない。バージョンアップでなんの昨日追加もされてないし、不具合が起きるようになっぢけなので早急に一つ前のバージョンに戻して欲しい。,ja,부정,0.18380336463451385
appstore,jp,5,2026-01-24 12:56:26,vrewは大変優秀なアプリで助かっております課金制度にしてサービスを続けて欲しいです。,ja,긍정,0.7601349353790283
appstore,jp,4,2026-01-22 08:56:03,"サービス終了てマジですか！！すごくショック！
めちゃ愛用してたので悲しいです。",ja,중립,0.5375859141349792
appstore,jp,5,2026-01-22 00:38:29,とても使いやすくて、何年も使用させていただいた。サービス終了は残念だが今までありがとうございました。,ja,중립,0.6228392720222473
appstore,jp,5,2026-01-21 09:28:39,モバイル版がなくなる事、とても残念です。何とか復活してくれることを希望します。,ja,긍정,0.7536877393722534
appstore,kr,1,2026-01-21 07:30:36,"-12905 알수없는 오류발생으로 영상내보내기가 안되고있습니다 ㅠ
핸드폰용량은 넉넉한데 어떤이유때문에 그럴까요? 10%정도 내보내다가 갑자기 되지않습니다......",ko,부정,0.003150887554511428
googleplay,kr,5,2026-01-21 03:50:19,브루 사용 안하고 있어서 정기결제 취소 했는데 20일 정기 결제가 되었어요 취소해주세요,ko,부정,0.11502594500780106
appstore,kr,5,2026-01-18 05:27:29,"모바일버전으로 편집한 영상 덕에 인스타 팔로워도 많이 늘리고ㅠ 브류모바일버전 너무 정들었는데ㅠㅠ
부활여부도 꼭 고려해주세요ㅜㅜ",ko,긍정,0.9888105392456055
appstore,kr,5,2026-01-17 13:13:59,잘 이용해 왔는데 아쉽네요ㅠㅠ,ko,부정,0.041865479201078415
googleplay,kr,5,2026-01-11 18:29:21,진짜 갓 프로그램입니다... 막 엄청난 편집 필요하지 않고 간단한 자막 넣고 클립 나누는 편집하실 분들께 적극 추천합니다.,ko,긍정,0.9851495027542114
appstore,kr,4,2026-01-07 15:16:28,알려주세용 ㅠㅠ,ko,긍정,0.7396930456161499
googleplay,kr,5,2026-01-07 08:04:07,업데이트 이후 현재 작동불능입니다. 선처바랍니다,ko,부정,0.28421247005462646
googleplay,kr,3,2026-01-05 11:18:17,영상 만들어서 내보내면 왜 0.5배속으로 자꾸 뽑히나요??,ko,부정,0.023728664964437485
googleplay,kr,5,2025-12-30 17:03:16,초보자도 쉽게 만들 수 있는 앱,ko,긍정,0.9790104627609253
appstore,kr,4,2025-12-28 17:31:59,누구나 편리하게 사용할수 있어요 최고의 편집 앱 입니다,ko,긍정,0.9924778938293457
appstore,jp,1,2025-12-14 04:54:08,iPhoneアップデートから、ボイスメモ→vrew へのコピーができない。私だけか？？,ja,중립,0.5062863826751709
appstore,kr,5,2025-12-14 04:04:12,"다 좋은데 pc에서만 제공되는 기능이 있는데 모바일에서도 제공이 되었으면 좋겠어요 
거창할 편집을 할 건 아닌데 매번 pc로 해야하니 불편하네요",ko,중립,0.6702731847763062
googleplay,kr,1,2025-11-27 15:50:34,구글 정기결제 목록에 없는데 결제됬다고 문자가 왔네요 처리해주세요,ko,부정,0.27405455708503723
googleplay,kr,3,2025-11-27 02:42:21,설치하고 테스트도 몇번 해봤는데 지금 갑자기 들어가려니까 오류 뜨더니 안들어가지네요! 그래서 앱 삭제하고 다시 재 설치 하려했더니 다른기기(폰)에서 다운로드만 뜹니다. 왜이러는 거죠? pc로 다운로드 못하는 건가요?,ko,부정,0.04627640172839165
googleplay,us,3,2025-11-24 10:00:45,Will ai voiceovers be ported,en,긍정,0.8202837705612183
googleplay,kr,1,2025-11-22 09:40:25,app앱에서는 되는 기능이 1도 없어요. 왜 만든거에요?,ko,부정,0.01274697482585907
appstore,jp,1,2025-11-16 05:20:32,PC版でなければai音声を生成できない。iPhoneで作業したいため、いまは仕方なくCapCutを使っている。,ja,중립,0.6646183133125305
googleplay,jp,1,2025-11-13 23:03:14,タブレットからじゃ何もできないのか?,ja,중립,0.33604493737220764
googleplay,kr,5,2025-11-12 21:10:11,"처음 경험하는 Vrew, 생소하고 긴장이 됩니다. 열심히 배워 잘 활용하도록 하겠습니다. 감사합니다.",ko,긍정,0.971886157989502
googleplay,us,5,2025-11-04 22:11:42,"The search function is powerful, I can find a dinner based on just two ingredients",en,긍정,0.8682600259780884
appstore,kr,5,2025-11-01 07:40:33,"저는 학교에서 디지털 수업하다 알게 되었는데, 왜 깔게 되었냐면 저는 유튜버기 때문입니다. 유튜버 초보자가 사용하기 너무 좋은 것 같아요.자막도 충분쓰. 저는 그래서 5점 드릴게요.이 앱은 돈도 안 줘도 되고 광고도 없고 빨리 편집하기가 넘 좋습니다.",ko,긍정,0.9880657196044922
googleplay,kr,1,2025-10-30 22:28:59,아무것도 안돼는데요?,ko,부정,0.010847879573702812
googleplay,kr,1,2025-10-26 20:01:29,앱에서는 할수있논갯도 없고 전부 pc에서 하라는데 앱은 뭐하러 만든거야 어이가 없녜,ko,부정,0.004830807913094759
appstore,jp,5,2025-10-26 10:55:36,使いやすいです,ja,긍정,0.7414151430130005
googleplay,us,4,2025-10-24 05:02:59,"love it. please add more languages, and fix the sound bugs",en,긍정,0.9769333004951477
googleplay,kr,5,2025-10-19 10:50:57,완전 좋아요,ko,긍정,0.7881698608398438
googleplay,kr,5,2025-10-17 21:19:49,갤럭시텝으로 사용하고 싶은데 pc버전은 안되나요?,ko,중립,0.6975938081741333
googleplay,kr,3,2025-10-10 20:04:34,태블릿은 영상 두개를 합쳐서 쓸수가 없네요,ko,중립,0.315340131521225
googleplay,kr,3,2025-10-10 11:42:37,내보내기 안됨 오류 어떻게 하나요? 유료결제해서 사용잘하고있다가 지난주부터 영상내보내기 안되서 아예 사용못하고있어요. 작업시간만 많이들였는데 마지막에 내보내기 안되고 다시 해도 안되고 그래요. 방법좀 알려주세요,ko,부정,0.005860824603587389
appstore,kr,1,2025-10-06 09:39:14,왜이렁게 어렵게 회원가입을 하라는건지모르겠네요ㅠㅠㅠ 똥밟았다고 생각할께요ㅠㅠㅠ,ko,부정,0.050165947526693344
googleplay,kr,4,2025-10-05 20:04:21,힌디어자막 만들기도 지원해주세요/유튜브 주소링크 영상으로 자막 생성할수있게 업데이트와 수정해주세요,ko,긍정,0.9112779498100281
googleplay,kr,1,2025-10-05 11:35:05,유료결제했는데 전부다 pc버전에서 쓰라고하면 어플에서 되는건 뭔가요?,ko,부정,0.155710831284523
appstore,jp,5,2025-10-04 10:15:31,即座に文字起こししてくれるアプリのパイオニア！他のアプリ使っても結局vrewが1番！,ja,중립,0.646470844745636
googleplay,kr,5,2025-10-03 01:37:53,글씨체 어떻게 바꿔요?? 아이폰에서 안드로이드로ㅜ바꿨는데... 왜 글씨체가 안바뀔까요??? 왜 없을까요 돈 쓰라면 쓸께요 ㅠㅠ,ko,부정,0.1510421633720398
googleplay,kr,5,2025-10-02 13:54:35,멋진 영상 만들어 볼께요 감사합니다,ko,긍정,0.9615800380706787
appstore,kr,5,2025-09-30 13:21:17,술래잡기,unknown,중립,0.6911348700523376
googleplay,kr,4,2025-09-29 16:17:23,자막 개별 색상 변경은 어떻게하나요? 하나씩 선택해서 눌러봐도 모든자막전체 색상이 다 변해버려요,ko,부정,0.12355361878871918
googleplay,kr,3,2025-09-03 07:33:07,저장하면 영상이 깨집니다. 개선이 되었으면 좋겠네요.,ko,중립,0.45549970865249634
appstore,jp,3,2025-09-02 19:04:05,"パソコンからはGoogleアカウントでログインが出来るのに、iPhoneアプリからは使えないのでしょうか。
パソコンからGoogleログインを設定したので、共用するには普通にメールアドレスとパスワードでアカウントを作り直さなければなりません。",ja,중립,0.6125834584236145
appstore,kr,3,2025-09-02 14:11:18,할수있는게 너무 없네요ㅠㅠ,ko,부정,0.20166246592998505
googleplay,kr,5,2025-09-02 01:28:07,완전 제가 찾던 앱 그자체ㅠㅠ 넘 좋아요,ko,긍정,0.9925897121429443
googleplay,kr,4,2025-08-28 21:49:36,편집이랑 자막도 잘 되는데 스티커랑 노래를 못 넣는게 단점이라고 보시면 되겠습니다.,ko,긍정,0.788115382194519
googleplay,kr,5,2025-08-22 00:32:04,아주 유용하게 잘 쓰고 있습니다,ko,긍정,0.8907942771911621
googleplay,us,3,2025-08-19 03:56:38,"a good app, captions are on point, but when I do the generation on videos, often it generate a slow different voice distorting the video sound, as it's not the same. hope you fix that",en,긍정,0.9488054513931274
googleplay,kr,5,2025-08-16 11:21:48,잘 사용,unknown,긍정,0.9129928946495056
googleplay,kr,2,2025-08-15 14:22:54,다좋은데 모바일로는 할수있는게 없음,ko,중립,0.521841287612915
googleplay,kr,5,2025-08-12 11:40:15,쓰기 편해서 진짜 좋네요. 초보분들 이걸로 편집 시작하시면 좋을 듯,ko,긍정,0.9848207831382751
appstore,kr,5,2025-08-05 10:40:20,컴퓨터 브류 유료결제해서 사용중인데 모바일 연동 안되나요 ㅠㅠㅠ,ko,부정,0.22984690964221954
googleplay,kr,4,2025-08-04 14:46:08,AI이미지 다운로드 할시 자꾸 기형사람 사진이 자주 생성되요 사람 손가락이 6개 이런 기형사람 이미지가 생성됩니다. 이거문제좀 해결해 주세요.,ko,중립,0.34687861800193787
googleplay,kr,5,2025-08-01 12:03:13,유료 연간 구독자입니다. 다 좋습니다~ 다루기에 직관적이고 쉽습니다. 그런데 음성이랑 생성된 자막이 불일치할 때가 적지 않습니다. 이 부분 때문에 일일이 자막과 소리가 일치하는지 다 들어보면서 확인한 후 편집해야 하는 번거로움이 있습니다. 이 부분 개선해주시면 감사하겠습니다. 개선 확인되면 이 리뷰는 바로 삭제하거나 수정하겠습니다.,ko,긍정,0.8533897399902344
googleplay,kr,2,2025-07-29 14:02:49,긴 영상 편집 다 했는데 자막 밀리고 영상 밀리고 엉망임.,ko,부정,0.004422795493155718
appstore,jp,1,2025-07-28 08:17:37,"画像、動画何も読み込めない。
速攻で退会した。",ja,중립,0.5024007558822632
googleplay,kr,2,2025-07-19 07:09:07,영상브루로편집하고나면 음성과영상이 불일치하듯이 살짝늘밀립니다...ㅜ.ㅜ 브루를자막으로안쓰고 원본에 자막이있는영상을 무음부분제거용으로쓰는데 브루로인코딩하고나면 처음엔 안밀리다가 중간부분부터 한 0.5초?정도자막이 밀리는증상이심합니다 늘 그래요,ko,부정,0.017481310293078423
googleplay,kr,1,2025-07-14 13:03:09,전화를 많이 시도 했는데 절대 전화를 안받아서 짜증남,ko,부정,0.0031461885664612055
googleplay,kr,5,2025-07-14 11:33:57,바탕화면의바로가기만들기,ko,중립,0.5507052540779114
googleplay,kr,1,2025-07-11 08:35:05,내보내기가 안돼요,ko,부정,0.024165086448192596
googleplay,kr,1,2025-07-10 12:27:23,목소리가 슬로우모드에 음성변조가되버려요,ko,부정,0.07660089433193207
googleplay,us,5,2025-07-09 13:21:42,Are there any subtitles,en,긍정,0.731659471988678
googleplay,us,5,2025-07-01 07:31:44,i hope you can add language translate like chinese to english,en,중립,0.6762660145759583
googleplay,kr,3,2025-06-26 21:13:01,아니..초라고 말했는데..왜 호흡이라고 다오죠?그리고 글씨 색깔은 어떡에 봐꿔요?좋은 점는 초라고 말했는데 호흡이라고 나왔다고 했잖아요.호흡을 초로 글씨로 봐꿔도 됬서 3점 드려게요!,ko,부정,0.00359828001819551
googleplay,kr,1,2025-06-23 14:15:08,힘들게 편집다하고 내보내기 누르면 영상 끊기고 자막밀려서 쓸수가 없어요,ko,부정,0.0025767486076802015
appstore,kr,4,2025-06-22 17:37:37,왜 안돼죠?,ko,중립,0.3668596148490906
googleplay,jp,2,2025-06-19 13:49:27,一度編集しかけたプロジェクトを開こうとすると、アプリが終了してしまう。コンセプトは良いが、PC版でないと使用困難。,ja,중립,0.6685880422592163
googleplay,kr,4,2025-06-19 08:29:42,한번도 사용을 하지않았습니다 ai추천으로,ko,부정,0.09705114364624023
googleplay,kr,5,2025-06-18 21:52:53,너무 좋은 앱을 만들어주셔서 감사합니다. 잘 사용하고 있습니다.,ko,긍정,0.9729180932044983
appstore,kr,1,2025-06-15 00:22:16,대체 앱으로 할수 있는게 뭐죠? ;;;;,ko,부정,0.19512829184532166
appstore,jp,1,2025-06-13 13:26:37,"I’ve never been able to use the mobile app because there’s no option to log in with a Google account. As a paying user, it’s frustrating that this login method isn’t even available. I’ve been editing videos using the PC version instead, but I really hope you will add Google login support for the mobile app soon. アプリ版は使いたくても、Googleアカウントでログインできないため一度も使えていません。そもそもログイン方法としてGoogleアカウントが用意されていないのは、有料ユーザーとして納得がいきません。仕方なくPC版で動画編集をしていますが、アプリでも使えるように早急に対応していただきたいです。",en,긍정,0.7652928829193115
googleplay,kr,4,2025-06-12 11:03:44,편리하게 사용하고 있어요,ko,긍정,0.9516720771789551
googleplay,kr,5,2025-06-09 16:04:36,유용하게 사용하고 있습니다! 다만 태블릿으로 주로 영상 제작을 하다 보니 가로모드가 지원되지 않는 것이 조금 아쉽습니다만 추후에 기능이 추가될 예정이 있으신지요?,ko,긍정,0.96548992395401
googleplay,kr,5,2025-06-03 06:00:50,자막용으로 잘 사용하고 있는 편집기입니다 다만 영상의 비율이 강제로 달라지는 건 해결할 방법이 없나요?,ko,중립,0.6048291325569153
googleplay,kr,1,2025-05-30 21:07:24,핸드폰으로 사용불가,ko,부정,0.013043991290032864
googleplay,kr,1,2025-05-26 01:36:26,모바일 은 안됨 pc만 되네,ko,부정,0.008789986371994019
googleplay,jp,1,2025-05-25 15:40:33,パソコンで使用できない,ja,긍정,0.7217273116111755
googleplay,us,5,2025-05-11 02:40:39,good app but I think it should be aloud to move the caption to middle or top,en,긍정,0.9438025951385498
appstore,jp,1,2025-05-09 06:36:52,文字起こしをしたいのに、スロー再生になって音声も文字も意味が全く分からない。,ja,긍정,0.8759403228759766
googleplay,kr,5,2025-05-06 07:05:44,영상 편집이 쉽고 좋아요. 무료이라서 쉽게 접근할 수 있고요. 앞으로 잘 써 보려고 합니다. 아직 많이 사용해보지는 않았지만 많은 유튜버님 들이 좋다고 합니다.,ko,긍정,0.9885677099227905
appstore,jp,4,2025-05-05 12:10:03,"よく分からなくてすぐ削除したんだけど再びどうにも翻訳が必要になり再挑戦。
今回はすぐ翻訳できました！前は何故出来なかったのかが思い出せない…。
分数制限とかあるんですかね？",ja,중립,0.5100265145301819
googleplay,kr,3,2025-04-28 12:09:59,모바일도 Ai 영상편집 가능하게 해주세요 빨리요,ko,긍정,0.9051650166511536
appstore,jp,3,2025-04-28 07:06:32,なんか原因不明のアプリ落ちて今現在困ってるけど、原因分からないから最悪,ja,부정,0.08641936630010605
googleplay,kr,4,2025-04-25 19:10:38,정보 확인,ko,긍정,0.9102239012718201
googleplay,kr,1,2025-04-23 10:54:05,"이거 그냥 광고앱임. 영상제작.편집기능없음 앱클릭하면 PC에서만 제작 가능하다며, 홈페이지 방문하라고만 나옴",ko,부정,0.0042620752938091755
googleplay,kr,2,2025-04-22 22:26:02,자막이 동영상 화면 마다 들어오지 않고 한꺼번에 들어오고요. 책까지 사봤는데 어렵네요.,ko,부정,0.027087898924946785
googleplay,kr,5,2025-04-18 17:54:42,유료 구독자 입니다. 앱에서 로그인은 어떻게 하는걸까요?,ko,중립,0.5761761665344238
googleplay,kr,3,2025-04-17 00:20:27,핸드폰으로 실행했는데 자동 자막이 엉뚱하게 나옵니다. 아직 완성도가 많이 떨어지는 것 같네요.,ko,부정,0.035298898816108704
appstore,kr,4,2025-04-14 13:08:42,PC에서 너무 잘쓰고 있어서 모바일로 받았는데요~ PC에서는 음성 불러와서 그 음성에 맞는 영상이나 사진 추가해서 만들수가 있었는데 모바일에서는 음성+,ko,중립,0.48529359698295593
appstore,jp,5,2025-04-14 09:14:59,なぜbgmは入れれて効果音は入れれないのでしょう？iPad版にも早く実装してほしいです。,ja,중립,0.5413743853569031
appstore,jp,5,2025-04-10 15:25:16,これは使いやすい！初めてなのにスイスイ使えるー❣️,ja,긍정,0.7152528166770935
googleplay,kr,5,2025-04-08 17:28:08,pc로는 정말 감사하게 사용하고 있습니다만. 모바일에서는 원래작동을 안하는건가요?,ko,중립,0.3696001470088959
googleplay,kr,4,2025-03-21 03:21:00,자막이 정확한 편입니다 다좋은데 저장하고보니 자막이 밀렸네요...,ko,긍정,0.7569750547409058
googleplay,kr,1,2025-03-17 18:25:56,이런 아무것도 안되는 앱은 왜올리는걸까 기능없고 단순홍보용이라고 써두던지..,ko,부정,0.010413525626063347
googleplay,kr,5,2025-03-15 20:00:47,편집에 유용합니다,ko,긍정,0.9240326881408691
googleplay,jp,4,2025-03-15 15:54:07,★アンドロイド版を便利に使っていたが、動画の再生が超スローになるトラブル発生。キャッシュ払う、インストし直す、デバイス再起動を試すが元に戻らず。代替アプリも見当たらず、痛い。 ★★★★ 星一つ評価付けたら、サポートからメール。動画ファイルの情報量が課題であることを示唆する内容。動画の長さを詰めたり、画面をトリミングしたり、画質を調整したりで対応すると、うまく動くように。音と文字がズレる現象にも悩まされたが、それもついでに解消された。無料アプリだから、使い方を工夫しながら付き合う必要があるのは、仕方がない。それでも、無料でここまでできるのは、スゴいこと。某PDで手動でしていた作業が、嘘みたいに楽になる。ジェットカットしてアップしたショート動画は、明らかに視聴者の反応がよくなっている。おススメです。今後も使い続けますのでバージョンアップよろしくお願いします。,ja,중립,0.6540184617042542
googleplay,kr,5,2025-03-13 11:02:23,자동 동영상편집이라니 신기합니다.,ko,긍정,0.7693402171134949
googleplay,kr,2,2025-03-10 02:42:57,"이해가 안 되는게, ai사진, ai목소리와 같은 기능을 컴퓨터에서만 쓸 수 있도록 했으면 갖다놓지 않는게 맞는데, 세 프로젝트를 누르니 이 기능이 떠서 봤더니 PC에서만 쓸 수 있다 하면 이용자는 많이 당황할겁니다, 이 기능들 빨리 모바일에서도 쓰게 해주세요.",ko,중립,0.35051265358924866
googleplay,kr,5,2025-03-09 23:39:33,최고입니다. 이런 앱이 무료라니,ko,긍정,0.9866699576377869
googleplay,us,1,2025-03-05 04:50:29,It's nice,en,긍정,0.7462067008018494
googleplay,kr,5,2025-03-02 16:57:07,좋습니다. 최고입니다,ko,긍정,0.9459760189056396
googleplay,kr,4,2025-02-15 10:04:45,자동자막 지원,ko,중립,0.6453232765197754
googleplay,kr,5,2025-02-12 23:23:29,안녕하세요 저는 pc로 브루라는 편집 프로그램을 즐기고 있는 사람입니다 저는 이 프로그램을 강력추천합니다 ai목소리 그리고 캐릭터 자동으로 등등 너무 좋은게 많아서 말도 못할거 같아요 이거 진짜 어떻게 보면 단순하고 좋아요 깔면 좋음 아직 휴대폰은 사용 안해봤습니다,ko,긍정,0.9922817349433899
googleplay,us,5,2025-02-11 07:10:43,Working perfectly with me. Thank you.,en,긍정,0.9724746346473694
googleplay,kr,5,2025-02-11 02:28:10,좋은데 안드도 기능들이 많아졌으면 하고 폰트도 많아졌음 좋겠어요 아니면 사용자 폰트로 선택할수 있게 ㅜ,ko,긍정,0.9145660400390625
googleplay,us,1,2025-02-07 19:02:31,Text on images,en,중립,0.6121492385864258
googleplay,kr,5,2025-02-04 19:07:21,사랑해.,unknown,긍정,0.9136209487915039
googleplay,us,1,2025-02-03 11:20:52,fake app P😡😡,no,중립,0.669624388217926
googleplay,kr,2,2025-01-29 19:42:58,휴대폰에서 잘못번역된 자막수정이되지 않아요,ko,부정,0.03372380882501602
googleplay,us,1,2025-01-29 06:29:22,Ewww 😢 😭 😿,cy,긍정,0.918521523475647
googleplay,jp,1,2025-01-18 14:15:55,そもそもＰＣでやる動画編集だから、携帯やタブレットでは出来ないようになっているのか？ 外出先でも出来るようにして貰いたい。 いきなり「新しいプロジェクト選択」となっても、新たな動画を作れないのは残念,ja,긍정,0.7904053330421448
googleplay,us,1,2025-01-18 01:32:07,add turkish,so,중립,0.6771547198295593
appstore,kr,5,2025-01-14 07:09:17,그냥 대박임 간단 명료하고 필요한 기능만 똭!!!,ko,긍정,0.9822383522987366
googleplay,kr,3,2025-01-12 21:35:18,Pc랑 달른거 같아요 그대신 재미있게 만들어 졌어요,ko,긍정,0.8515937328338623
googleplay,kr,1,2025-01-02 08:14:10,"자동 구독취소와 환불을 요청하면 빠른 처리해주세요. 결재는 빼가는데, 구독취소와 환불은 왜 이렇게 어렵게 하는지. 이건 아닌듯.",ko,부정,0.007555220276117325
googleplay,kr,5,2024-12-26 00:45:51,I can tell this is a very well made program but it's hard to pay for upgrading.,en,중립,0.6758875846862793
googleplay,us,5,2024-12-22 05:54:55,روعع,unknown,중립,0.676753580570221
googleplay,jp,1,2024-12-21 16:41:20,アップルストアの人のと中身があまりにも違い過ぎる！ バージョンが古い古い 使い物にならない！ 速くアプデしてほしい。,ja,긍정,0.7801125645637512
googleplay,kr,5,2024-12-21 00:04:01,캡컷 유료화 계속 하고 언제 털릴지 모르는 중국 어플 캡컷 쓰느니 이거 쓴다..,ko,중립,0.31206247210502625
googleplay,kr,1,2024-11-28 19:21:57,무슨 편집앱이라는게 편집 좀 만 하면 영상 파일이 망가져서 나오나요? 이런 앱이 세상에 존재 한다는것이 정말 놀랍습니다.,ko,중립,0.35106074810028076
googleplay,kr,5,2024-11-25 01:27:02,모바일 앱도 더 잘 만들어주세요~,ko,긍정,0.8853790760040283
googleplay,us,5,2024-11-21 07:35:02,Amazing app,tl,긍정,0.808008074760437
googleplay,kr,1,2024-11-17 02:37:09,1년자동결제 아직 1달 남앗는데 돈이 빠져나갔네요. 구독 취소 햇으니 환불 처리 해주세요. 그리고 돈 빠져나가기전 미리 메일 안주나요?,ko,부정,0.008450770750641823
googleplay,us,4,2024-11-11 18:51:41,Please add Tagalog language,tl,긍정,0.8190613985061646
googleplay,kr,5,2024-11-09 07:02:18,찐 좋음,unknown,긍정,0.9692614674568176
googleplay,kr,3,2024-11-03 02:27:07,잘사용하다가 갑자기 내보내기가 안되요 ㅠ,ko,부정,0.041691768914461136
googleplay,us,2,2024-11-02 00:28:13,The subtitles aren't correct. Plus it skips lots of words from being translated. Apps still needs lots of development. Extra star because it is Ads free.,en,긍정,0.8526887893676758
googleplay,us,5,2024-10-29 10:40:52,Ze eZezzzee zzzzzzzz,hu,중립,0.46612802147865295
googleplay,kr,5,2024-10-25 22:28:07,다 좋은데. 테블릿에서 가로모드가 안되는것이 아쉽네요.,ko,중립,0.4978716969490051
googleplay,jp,1,2024-10-20 13:55:05,テキストからムービー作成、Android版でも使えるようにしてほしい,ja,중립,0.5579854846000671
googleplay,kr,1,2024-10-19 00:57:20,PC에서 설치후 UI가 마음에 들어서 사용하려 해도 회원가입 메일이 안오는데 어쩌라는 건가요???? 재발송 눌러도 절대 안옵니다 gmail 19일 오전 0시 기준,ko,부정,0.018130186945199966
googleplay,kr,5,2024-10-15 02:26:41,Pc버젼보다는 좀 떨어지지만.. 쓸만하네요.. pc버젼만큼의 성능은 불가능한건가요?,ko,긍정,0.8631555438041687
googleplay,kr,5,2024-10-12 20:11:37,"브루 앱 덕분에 제 유튜브 영상 자막추가 성공했습니다 브루 앱 강추합니다 전 주로 유튜브 영상 제작할때 사용하고 있습니다 사용법도 엄청 쉬워서 저같은 왕초보도 쉽게 성공했습니다 여러분 브루 앱 꼭 쓰세요 특히 쇼츠 영상 만들때 딱 좋습니다 자막 제작방법 종류별로 있어서 본인 스타일대로 꾸밀수 있으며 글자,배경,위치도 변경가능 하더라고요 전 완전 대만족~👍",ko,긍정,0.9933751225471497
